x_m,y_m,kappa_m,w_tr_right_m,w_tr_left_m
-2.0500000000000083,2.5437859354268135,0.0,0.44293409081776797,0.44293409081776797
-2.0500000000000083,3.0437859354268135,0.0,0.3968120969374827,0.3968120969374827
-2.0500000000000083,4.000000000000014,-0.014605796704682887,0.36400889942683295,0.36400889942683295
-2.0500000000000083,4.950000000000017,-0.013925188415145773,0.8700300054861292,0.8700300054861292
-1.9969276167164365,5.897124341095023,0.001671591324384763,0.9029669004095949,0.9029669004095949
-2.000000000000008,6.849896911822464,0.0011434510770217186,0.9000000000000037,0.9000000000000037
-1.9498218701989953,7.797038592058209,-0.0007506618132895318,0.9000000000000037,0.9000000000000037
-1.9541309757366871,8.749806590992847,-0.002284007854894735,0.9000000000000037,0.9000000000000037
-1.9000000000000072,9.697123609633707,0.014193866892153914,0.9000000000000037,0.9000000000000037
-1.9000000000000072,10.650000000000041,-0.13114272177714878,0.9000000000000037,0.9000000000000037
-1.9014154311886784,11.599855041207306,-0.5978822162761929,0.8985845688113326,0.8985845688113326
-1.3708956001557289,12.30064459315564,-0.7613127874945764,1.2737612192122645,1.2737612192122645
-0.4018966958607371,12.30000000000005,-0.20437626797378203,1.250000000000005,1.250000000000005
0.5499999999999985,12.30000000000005,-0.012836757976000451,1.2061472944214922,1.2061472944214922
1.4971364891017023,12.245895057170134,0.002279215035811952,1.2541049428299214,1.2541049428299214
2.4497882020657564,12.25360684792151,-0.006450953273210583,1.1980927835508186,1.1980927835508186
3.3971363277855153,12.200000000000053,-0.0011299999715240051,1.2338558249201235,1.2338558249201235
4.349038429612398,12.183918368432833,0.009904938193885946,1.199933311749858,1.199933311749858
5.2976983314506505,12.150000000000052,-5.529958365815002e-05,1.200000000000005,1.200000000000005
6.250000000000022,12.150000000000052,-0.004460873510693278,1.200000000000005,1.200000000000005
7.197038592058207,12.099821870199039,0.008000782683409135,1.200000000000005,1.200000000000005
8.149909629974303,12.100000000000051,-0.01386590333206795,1.200000000000005,1.200000000000005
9.09776819112607,12.07851726328479,-0.01591647747432249,1.1603212587343774,1.1603212587343774
10.040558381925127,12.00000000000005,0.013913724287405034,1.1500000000000048,1.1500000000000048
11.00000000000004,12.00000000000005,-0.0024545789259212427,1.169731570876488,1.169731570876488
11.947038592058227,11.949821870199038,-0.25845981616192526,1.1485295354986493,1.1485295354986493
12.89181815726931,11.912825973192836,-1.2055262343228839,1.1325902814929625,1.1325902814929625
13.040225454968528,11.009150686088088,-0.3420532193334992,0.9903519965775491,0.9903519965775491
13.000000000000053,10.052546446988117,-0.02941676437492952,0.950000000000004,0.950000000000004
13.000000000000053,9.100000000000042,-0.003102927714297907,0.950000000000004,0.950000000000004
13.000000000000053,8.15000000000004,-0.013897272852790995,0.9561340120485194,0.9561340120485194
12.94854293038682,7.202816427808891,0.010228987671317082,0.950000000000004,0.950000000000004
12.950000000000056,6.250245929734077,-3.847202095571606e-06,0.950000000000004,0.950000000000004
12.933918368432835,5.300961570387643,-0.005357083881780324,0.950000000000004,0.950000000000004
12.900000000000055,4.352301668549392,-0.0678090387587962,0.950000000000004,0.950000000000004
12.900000000000055,3.400000000000019,-0.4542229985358245,0.916636974581284,0.916636974581284
12.607604814582391,2.6090592659613123,-1.022670019174206,0.8227218965552877,0.8227218965552877
11.611752601665785,2.600000000000012,-0.21044341238962258,0.8000000000000033,0.8000000000000033
10.65000000000005,2.600000000000012,0.1108449259198422,0.8000000000000033,0.8000000000000033
9.700105898967168,2.6036057238280574,0.38765605370898454,0.7994959415529002,0.7994959415529002
8.901362913082785,2.1854734858512073,0.3614654394722326,0.7561225395835909,0.7561225395835909
8.291289185859158,1.4397540124399326,0.07706220243886618,1.2615103149166353,1.2615103149166353
7.7050812629008645,0.6615953432171702,-0.23851647482557065,1.2417665878579691,1.2417665878579691
7.033307051639791,-0.0003685512515169318,-0.47938720329241763,1.0894545855767337,1.0894545855767337
6.058374693365463,-0.052248039383489375,-0.19327789675368648,1.0022480393834927,1.0022480393834927
5.100420313404013,-0.05000000000000091,-0.028327272018433054,1.000000000000004,1.000000000000004
4.150000000000022,-0.05000000000000091,-0.013312531677730069,1.039768820553407,1.039768820553407
3.202858641648444,0.0034920746984917384,0.01580968026043461,0.9965079253015123,0.9965079253015123
2.2501446263074585,0.0,0.013808615785063476,1.000000000000004,1.000000000000004
1.30000000000001,0.0,-0.016235854132949416,1.000000000000004,1.000000000000004
0.3500000000000061,0.0,-0.15671988576528667,1.0002834364082063,1.0002834364082063
-0.592152967994573,0.05512828196125728,-0.4260907610652433,1.0551282819612606,1.0551282819612606
-1.4099047490317076,0.5577239214355,-0.3846758534430887,1.1079324205056134,1.1079324205056134
-1.835288448779714,1.4280131540378673,-0.08083002165625178,0.664711551220296,0.664711551220296
-2.315692509784296,2.13805701676158,-0.2910189043896693,0.518306298264606,0.518306298264606
